,id,comment,label
531,4380ca13-acdb-49a8-9178-0c877a72ab43,第一次没看评价点了这家，因为图片和价位还蛮吸引人的，吃完没事干给你们来个具体的建议，是真的不好吃！！首先1.包装纸盒，一股l浓烈的酸臭味，这可是餐饮密封装呀，能不用了吗？2.港式套餐除了奥尔良其他的被外卖员路上吃了吗？3.米饭夹生味道真的不好&nbsp;吃&nbsp;ps:&nbsp;好后悔没有认真看评价,0
591,4d10cfa4-630c-46e0-9f0c-de766117982a,肉是臭的，今天好难吃,1
595,4d9b63f7-8025-401f-ab29-b1e059fc29f0,东西还送少了一样！...太差了！服务差，东西差，快递差，难吃死了，一股恶臭、丢了丢了.....,1
643,53d9703d-c93d-44e9-ada9-f40f6af8838d,饭是臭的，简直了,1
648,5490ec1b-36b6-431d-a531-1efd3e62bdc7,猪蹄是臭的 再也不会买,1
657,55cffadd-eddc-417b-af14-5b9480f41408,鱼是臭的，申请退款,1
673,57d564a1-31e2-4247-805a-1994d02f93e1,我点的五花肉，一点盐都没有，而且肉是臭的,1
726,5ed53e61-0a1e-416b-9355-2e4d11a028d3,#只只酸奶牛#酸奶臭了。馊的,1
739,60772bcc-e861-4b52-ad67-fa70cda294ea,#尖椒兔套饭#肉都是臭的！,1
763,6389126c-c165-4c6d-92a2-7f662ded9cbe,第一次有点失望，荤的有臭味,1
788,66b952f5-9174-45df-9677-c620b243fc09,联系卖家时，知道汤都臭了还送。吃过这么多外卖没吃过这么糟糕的。炒饭炒粉都有股臭味。不敢吃，都扔了。也不是正宗的沙县。各位食客请慎重订餐。用美团这么久，就算点的饭菜不合口味都给好评，但是饭菜臭的不能忍。第一次差评。,1
793,674d55ac-6a92-43aa-9fd5-65bcbabe99b4,牛肉都扔了肉都是臭的里面菜也没有再也不会点这家,1
809,69190e91-f93a-4b14-8dbc-f6c4995e8ef1,特别不卫生千万不要吃了，点了#秘制烤翅（2块）#鸡腿糊了也没怎么在意，妹妹说糊得咬不动我就让她扔了，还点了一只#蜜汁手扒鸡#送来了，我打开给我妹妹吃，打开了就感觉味道怪怪的，扒了一只鸡腿臭味就散发出来了，点了那么多次还是第一次遇到这种情况！,1
840,6dfe0d2b-2c4e-4add-986f-46af0ce8f8c7,一个人尝了一口确认它是真的臭了，其他的东西也是难吃的一逼，难吃就算了，能理解，竟然卖变质的东西，真的不能忍,1
847,6e76ac61-fc4b-4cc6-9873-8fd42a4bc210,牛奶送过来都臭了我去，有点过分了,1
1079,8aa889f0-bcab-4497-9e02-b6a03ec1fcb5,这是我见过最SB的商家、我备注里都还在说每次送来都不冰了！结果给我送的常温！味道也不对、感觉发臭的味道！6杯都没有喝、全扔了！以后要买也去西城或者其他店、食品安全不可小窥！,1
1144,9515b00d-ea45-4ac9-8753-c69b05e52a72,打开饭盒都能闻到鸡肉臭了不新鲜的味道 反正鸡肉一口没吃 饭吃了一口 贼难吃 就把沙拉吃完了 不会再点了 包装再好有什么用,1
1154,95e37b82-0f2d-4dcd-a8d0-0c48c41899be,巨难吃 有一股怪味 老肉片有一股腥臭味 放的菜相当不满意 可能是我吃过最难吃的冒菜了 难以下咽 给5颗星给外卖小哥 外卖小哥很好,1
1250,a1367fcf-8233-43d3-be91-283a1f20f077,虾有异味，骨肉相连完全是臭的，差点吃吐了，天气热就不注重质量了么。,1
1257,a298974d-d068-465c-84ca-f469286c262a,#农家小炒饭#肉是臭的,1
1264,a34d591d-04cd-4e6c-ba1d-41ae7b03935f,菜不新鲜 要的是微辣 鹌鹑蛋都不新鲜 特别是里面有块血旺都是臭的唯独一块不知道是不是别人剩的我直接丢了 不想吃了 太坑人了 ,1
1296,a7a012f5-f69e-47d7-83cf-d38db358341c,这家冒菜确实难吃。 盐巴像打倒了一样 把我咸安逸了。这都算了嘛 关键是菜不晓得放了好多天的了有个淡淡酸臭味 我真的 。那个无骨凤爪 全是骨头。  确实遭上当了。            PS：劝上班的朋友些 和喜欢点外面的朋友些莫要点这家。兄弟伙的真心评价。店主也不用打电话来骚扰我  这个是消费者的权益。这个送快餐的小哥人还不错 我不能乱点差评,1
1378,b1a41dee-1b85-4fee-a2dc-c34732e30ca6,鸡块的肉是臭的，鸡翅上一根很长的鸡毛。服了，再也不点了,1
1397,b44a20d2-b89f-42be-9716-6bbfc4592aa4,虾是臭的  调料也不知道是什么鬼 拿个塑料袋装起  ,1
1406,b504c7d4-622a-4ab5-96e4-c8bf6514f13b,赠送的脆骨串是臭的，可乐没吸管,1
1432,b7ceed62-af03-40b6-b88c-97091d1e16ad,螺丝没有 鱿鱼也是臭的 把一整盒的味道也搞变了  做生意诚信重要 一般都不给差评的 确实忍不到了 ,1
1438,b8699d02-27eb-41a1-8860-b1910d00b819,#脆皮手枪腿#臭的,1
1461,bab8a262-1f42-45c2-b939-1a5b821e746f,鸡肉好像有点臭了，好难吃呀，再也不点这家了！包装这些可以接受，就是大夏天不能买臭肉给顾客呀,1
1466,bb076a23-fb68-4b5d-b923-9db66d5781d2,刚刚点的牛肉有臭了的。很明显商家是吧部分坏掉的牛肉煮在里面，真的是太过分了,1
1517,c1dac815-41c9-4aa1-845a-54c404ae7c76,我不想说肉是臭的#干锅类（小份）#,1
1527,c305fbb7-6c23-4e2a-b84a-d879fa042468,肉都有臭味了………………真的无语,1
1591,cbc53472-f60d-4cef-8f06-eff0cc663330,在他们家吃了还是蛮多次了！这次真的太失望了，以后不会再买！老公想吃粉蒸肉，点了一份！有点酸臭的味道！但是不确定，老公一吃居然是馊的！都变味了！难道就因为是外卖！所以不顾自家招牌？,1
1680,d625d540-39aa-4336-b054-98fb52806383,#酱肉汤包##鲜肉汤包#这两个汤包绝对是剩的吧，吃在嘴里全是怪味，闻了一下都臭了，变质了，还拿来卖？,1
1702,d97c17ea-a670-495d-bb21-ab82cbe6b64a,太**难吃了 臭味  醋也没有到 买了看了一眼没有胃口 直接甩了 草,1
1704,d9ab982d-7a42-42cf-8f20-7f24e0a519ac,难吃 不卫生 居然是臭的，我也是醉了撒，吃吐了，不晓得是那样食材，一直发臭，别告诉我是腥味，腥味和臭味我还是能够分清楚！下次在也不来了，,1
1725,dc9ebcde-3939-4f43-ae52-1182ea507606,老板也太黑心了撒，平菇肉丝套饭，肉和菜都是臭的，吃了一口直接甩了！从来没写过评价，第一次遇到这种，这样做生意你不关门才怪！太恶心了！,1
1809,e674408c-8dc6-4b12-8bc6-a34dbffc01a6,超级无敌难吃，鱼是臭的，基本外卖没给过差评，这个确实商家做的太没良心了，劝大家慎重选择。,1
1843,ec05c80d-f41e-42b8-a490-d64070e15b12,太难吃了 郡花都是臭的 不新鲜 还没熟,1
1858,ee045ed9-e676-470f-994d-e6d35acaad9b,不知道这是什么鬼！配送两个小时才到，因为路程远，我理解就算了！为什么食物里面有虫子在爬！有股酸臭味还有 包装损坏，还好意思拿给我吗？我真的很少给差评，我也很少吃到如此高蛋白的沙拉！如果一切都不方便烦请商家就不要接单！！！这是对你们招牌名声最好的保留，唉，无以名状…,1
1945,f849f7e6-6af6-47a0-b670-01e31925eb9d,之前吃过很多次都觉得可以，今天吃的鸡杂肠子绝对没洗干净，吃了后嘴巴很久都还臭腥味，一直拉肚子，希望卖家重视,1
1996,ffcc4330-2b02-485b-a3bb-e1c7d42baaae,今天的饭菜怎么感觉是臭的？！跟前面点的根本不是一个味！！后面我想了一下、我10点40下的单，10点55就送到了，是微波炉打热了送上来的吗？！都是老客户了，以后不会再点！！！,1
613,503d65e7-6627-4cf9-b635-cfab32669d1c,不好吃，咖喱不正宗，想吐的味道,0
637,52d7578e-c033-4ad9-add6-2e09262f1803,怎么不可以上图 这么大个虫吃到最后才发现 你是要毒死我嘛 做餐饮重要就是干净卫生。看来以后再也不敢吃你家的了。现在看到就想吐 不知吃了多少虫进去了,1
722,5e40cfbe-6762-4b12-bfaf-67f9ef3f2635,想吐，银耳汤杯盖上面有一颗老鼠屎，而且还黏在上面了,1
1111,8e90d347-0875-4776-8c24-a0d3b451dcb4,#精瘦肉300g/份#这个精瘦肉我真心不想吐槽，全是肉筋，平时我可以炒两份吃，结果这个精瘦肉把肉筋踢了之后只能炒一份,0
1127,927c9103-d680-499f-b4a0-2f233389cf80,我把可乐喝完了，打开盖子一看里面有个虫，我真的想吐,1
1165,96ec2f8f-35c9-47c5-a8d9-5afd2d84a46c,太恶心了，叫的南瓜里面有几十条虫，害得我吃饭的心情都没有了！现在想象都恶心！真心想吐，以后再也不敢吃南瓜的，心理有阴影了！特别是碗底一排一排全是虫！今天一天都不想吃饭了！打电话给商家，来了看了居然说只退南瓜钱！本来都已经心里很不舒服了！恶心至极点！虽然后面把钱全部退了！但这态度，这食品的卫生， 这心里的阴影！恶心，再也不敢吃这家了！,1
1513,c1b1ce7a-9614-42f2-a58e-9f1419981341,#蒜香猪蹄##麻辣猪蹄#本来吃了一个之后觉得味道还可以，结果第二个发现有只死苍蝇…我顿时想吐,1
1556,c71c3ef2-9e7d-475f-b9af-2d7f4ec4c6d4,超级难吃 不想吐槽什么 太难吃了 ,0
662,562384ef-22ef-4caa-a075-c4d3f8b74aa1,太硬了嚼都嚼不动 像皮鞋样怎么吃嘛 .买了也不是一次两次了这次最难吃 .还有我备注了不要葱是指的两个都不要葱 气死了,0
1491,bde89b51-a74d-448d-99d3-51e222545958,饭太硬，吃起像在吃塑料一样，简直不敢吃！菜太咸没吃完,1
1844,ec182554-7ca5-4f09-99fe-1aa5fd4ee459,这次我又买了两袋土司，两个泡芙回来，确实是感觉超级划算，一买完就又屯了一张券，担心到时候优惠券的活动取消掉了。土司应该是新鲜的，感觉又软又香，味道不错。但是今天的泡芙感觉外壳有点太硬了，不像之前是香软的啊。,0
